Suburb,Rooms,Type,Price,Method,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,Sale_Year,Sale_Month
Doncaster,4,h,1385000.0,S,Fletchers,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,2018,8
Point Cook,4,h,716500.0,S,LJ,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,6
Kensington,2,h,1031000.0,SP,Woodards,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2016,10
South Morang,3,h,627000.0,S,RW,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2018,9
Pascoe Vale,3,t,685000.0,PI,Barry,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2017,8
Mordialloc,3,h,685000.0,S,Ray,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,2017,4
Greensborough,3,h,696000.0,S,Fletchers,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2016,11
Mernda,3,h,390000.0,S,Harcourts,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2017,3
Thornbury,3,t,875000.0,PI,Jellis,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,9
Other,3,h,860000.0,S,Ray,3136,Eastern Metropolitan,1705,23.0,Maroondah City Council,2018,10
Kensington,3,h,975000.0,SP,Nelson,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2018,9
Mount Waverley,4,h,1226000.0,S,Barry,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,8
Camberwell,4,h,2000000.0,VB,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2018,2
Brunswick,2,h,975000.0,SP,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,8
Heathmont,3,h,1160000.0,S,Barry,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council,2018,3
Forest Hill,4,h,1205000.0,S,Fletchers,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2017,3
South Yarra,1,u,362000.0,S,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,12
Wantirna South,3,u,715000.0,S,Stockdale,3152,Eastern Metropolitan,7082,14.7,Knox City Council,2018,6
Croydon,2,u,590000.0,SP,Philip,3136,Eastern Metropolitan,11925,23.0,Maroondah City Council,2017,11
Richmond,3,h,1165000.0,S,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,8
Other,3,h,630000.0,S,LJ,3975,South-Eastern Metropolitan,2322,33.8,Casey City Council,2017,10
Cheltenham,3,h,970000.0,PI,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,10
Coburg North,3,h,761000.0,S,Ray,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2017,4
Essendon,2,u,456000.0,S,Brad,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2016,10
Epping,2,t,445500.0,S,HAR,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,8
Malvern East,2,u,350000.0,VB,Ray,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2016,2
Mordialloc,4,h,1425000.0,S,Barry,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,2017,5
Northcote,3,h,1875000.0,S,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,7
Coburg,3,h,760000.0,S,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2018,4
Thomastown,2,u,573000.0,S,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,7
Bentleigh,4,h,1625000.0,SP,Other,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2018,3
Prahran,3,u,685000.0,PI,hockingstuart,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,2016,6
Melbourne,2,u,363500.0,S,Gary,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,2016,10
Other,3,h,821000.0,S,Stockdale,3042,Western Metropolitan,1119,10.4,Brimbank City Council,2017,8
Parkdale,3,t,930000.0,S,Ray,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2017,5
Brighton East,5,h,2808000.0,S,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2018,3
Broadmeadows,3,h,560000.0,S,Barry,3047,Northern Metropolitan,4294,14.0,Hume City Council,2018,3
Brunswick West,2,u,340000.0,VB,Brad,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2017,12
Other,3,h,450000.0,SP,Barry,3021,Western Metropolitan,2878,14.0,Brimbank City Council,2017,11
Dingley Village,4,h,1281000.0,S,Buxton,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,2017,9
Reservoir,2,u,531315.0,SP,Harcourts,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,3
Thornbury,2,h,1110000.0,SP,Barry,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2016,5
Mill Park,2,u,397000.0,S,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,8
Glenroy,3,h,500000.0,S,Nelson,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2016,9
Tullamarine,4,h,895000.0,S,Jason,3043,Western Metropolitan,3296,12.9,Brimbank City Council,2017,7
Other,4,h,1500000.0,VB,Eview,3777,Northern Victoria,3307,45.2,Yarra Ranges Shire Council,2016,10
Other,4,t,912000.0,S,Buxton,3166,Southern Metropolitan,2547,12.3,Monash City Council,2017,5
Lalor,3,h,540000.0,S,Barry,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2016,4
Balwyn,2,h,2407000.0,S,Jellis,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2018,5
Bentleigh,4,t,1280000.0,S,Buxton,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2018,2
Mulgrave,3,u,735000.0,S,RW,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,2018,4
Northcote,1,u,365000.0,S,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2018,5
Fawkner,3,h,635000.0,S,Barry,3060,Northern Metropolitan,5070,13.1,Hume City Council,2017,4
Greenvale,4,h,630000.0,S,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,2016,12
Beaumaris,5,h,1450000.0,VB,Ray,3193,Southern Metropolitan,5366,17.3,Bayside City Council,2016,8
Brighton,4,t,2250000.0,SP,Marshall,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2016,11
Murrumbeena,3,h,1590000.0,S,Jellis,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council,2017,12
Camberwell,2,u,1035000.0,PI,Jellis,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2018,5
Mernda,2,t,301000.0,S,RW,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2016,10
Other,2,u,645000.0,PI,Jellis,3126,Southern Metropolitan,3265,8.4,Boroondara City Council,2017,5
Roxburgh Park,4,h,535000.0,S,Raine,3064,Northern Metropolitan,5833,20.6,Hume City Council,2017,9
Craigieburn,3,t,470000.0,S,Barry,3064,Northern Metropolitan,15510,20.6,Hume City Council,2017,11
Balwyn,3,h,1800000.0,PI,Jellis,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2018,8
Thomastown,3,h,610000.0,SP,Love,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2018,4
Keilor East,3,t,785000.0,S,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,2016,10
Other,4,h,1170000.0,S,Ray,3166,Southern Metropolitan,2547,12.3,Monash City Council,2018,6
Malvern East,2,h,2585000.0,S,Marshall,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2017,8
Essendon,1,u,356000.0,SP,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,3
Other,2,t,495000.0,S,O'Brien,3197,South-Eastern Metropolitan,1989,31.2,Kingston City Council,2017,7
South Melbourne,2,u,606000.0,S,Greg,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,2018,10
Clayton South,3,h,850000.0,S,C21,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,2017,9
Bentleigh East,3,t,882000.0,S,Ray,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2016,6
Brunswick West,2,u,438000.0,SP,Brad,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2017,9
Epping,3,t,440000.0,S,HAR,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,8
Other,5,h,1375000.0,S,Buxton,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council,2016,11
Templestowe Lower,4,h,1302000.0,S,Ray,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,2017,4
Other,3,h,731000.0,S,hockingstuart,3085,Northern Metropolitan,1369,12.7,Banyule City Council,2016,6
Dandenong,3,h,500000.0,SP,hockingstuart,3175,South-Eastern Metropolitan,10894,24.7,Greater Dandenong City Council,2016,9
Reservoir,4,h,785000.0,S,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,9
Other,4,h,830000.0,SP,Ray,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council,2017,9
Other,4,h,3000000.0,VB,hockingstuart,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council,2017,5
Camberwell,3,t,1250000.0,VB,Fletchers,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2016,12
Reservoir,3,h,935000.0,S,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,8
Fitzroy North,2,u,782000.0,S,Jellis,3068,Northern Metropolitan,6244,3.6,Moreland City Council,2017,11
Melbourne,2,u,680000.0,PI,McGrath,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,2018,10
Thomastown,3,h,573000.0,S,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,2
Reservoir,5,h,620000.0,SP,RW,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,9
Noble Park,4,h,839000.0,S,Other,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,2017,5
Fitzroy,4,h,2070000.0,S,Nelson,3065,Northern Metropolitan,5825,2.1,Yarra City Council,2017,10
Altona,4,t,820000.0,SP,hockingstuart,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,2017,7
Coburg North,4,h,1070000.0,S,Brad,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2017,5
Bentleigh East,3,h,1275000.0,S,Gary,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,10
Clifton Hill,2,h,1380000.0,VB,Nelson,3068,Northern Metropolitan,2954,3.6,Yarra City Council,2017,10
Donvale,4,h,1105000.0,SA,Philip,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,2017,12
Blackburn North,4,h,1315000.0,S,Fletchers,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2017,4
Glen Waverley,4,h,1270000.0,S,Jellis,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,3
Brighton,3,t,1060000.0,S,Chisholm,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2017,11
Lalor,2,u,410000.0,S,Harcourts,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2017,7
Sunshine West,4,h,640000.0,VB,Barry,3020,Western Metropolitan,6763,10.5,Brimbank City Council,2018,5
Other,4,h,435000.0,S,McGrath,3338,Western Victoria,3122,29.8,Melton City Council,2018,5
Elsternwick,3,t,1200000.0,S,Biggin,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,2017,7
Oakleigh,3,h,880000.0,PI,Barry,3166,Southern Metropolitan,3224,12.3,Monash City Council,2016,11
Greenvale,4,h,579000.0,PI,Ray,3059,Northern Metropolitan,4864,20.4,Hume City Council,2018,2
Watsonia,3,h,1040000.0,PI,Buckingham,3087,Northern Metropolitan,2329,14.5,Banyule City Council,2016,4
Other,3,h,640000.0,S,Fletchers,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council,2018,6
Other,4,h,1265000.0,SP,Other,3806,Eastern Victoria,17093,35.2,Casey City Council,2018,4
Frankston,3,h,600000.0,S,Other,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,5
Donvale,3,h,900000.0,PI,Philip,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,2017,7
Frankston,4,h,700000.0,PI,Other,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2018,10
Brunswick,2,h,970000.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2017,12
Coburg,3,h,1100000.0,S,Jellis,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2018,3
Bentleigh,4,h,2700000.0,S,hockingstuart,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2016,6
Ormond,2,u,535000.0,S,Buxton,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,2018,3
Essendon,2,u,768000.0,S,Barry,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,1
Altona North,4,h,1000000.0,SP,Jas,3025,Western Metropolitan,5132,9.4,Hobsons Bay City Council,2018,6
Broadmeadows,4,h,455000.0,S,Raine,3047,Northern Metropolitan,4294,14.0,Hume City Council,2016,11
Gladstone Park,5,h,550000.0,VB,Barry,3043,Western Metropolitan,3285,12.9,Hume City Council,2016,10
Seaford,3,h,600000.0,SP,Other,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2016,11
West Footscray,2,u,550000.0,S,Jas,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2016,6
Greensborough,4,h,1150000.0,S,Morrison,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2016,5
Hoppers Crossing,3,h,555500.0,S,hockingstuart,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2017,6
South Yarra,2,u,623500.0,SP,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,5
Seaford,3,h,850000.0,S,Other,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2017,12
Mount Waverley,3,u,850000.0,PI,hockingstuart,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2017,12
Montmorency,3,h,620000.0,PI,Jellis,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2018,3
Chadstone,3,t,785000.0,PI,Woodards,3148,Southern Metropolitan,3582,11.7,Monash City Council,2018,6
Greensborough,3,h,750000.0,SP,LJ,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2017,10
Brighton East,4,h,1655000.0,PI,Hodges,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2017,8
St Kilda,2,u,670000.0,VB,hockingstuart,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,2018,2
Brighton East,5,h,1450000.0,PI,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2016,5
Prahran,3,h,2205000.0,S,Marshall,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,2018,6
Blackburn North,3,h,1340000.0,S,Other,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2017,4
Oak Park,2,t,475000.0,PI,Barry,3046,Northern Metropolitan,2651,11.2,Moreland City Council,2016,10
Mernda,4,h,726000.0,S,RW,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2017,9
Thomastown,3,h,694000.0,S,HAR,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2018,5
Essendon,5,h,1725000.0,PI,McDonald,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,10
Other,4,h,970000.0,VB,McGrath,3173,South-Eastern Metropolitan,8459,25.2,Greater Dandenong City Council,2017,12
Black Rock,3,h,1555000.0,S,Hodges,3193,Southern Metropolitan,2866,17.3,Bayside City Council,2016,11
Coburg,4,h,1160000.0,PI,Jellis,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2016,6
Seaford,3,h,570000.0,VB,Other,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2018,9
Moonee Ponds,5,h,1800000.0,VB,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2018,4
Balwyn North,2,h,1080000.0,S,Jellis,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2016,9
Other,4,h,680000.0,VB,YPA,3047,Northern Metropolitan,2246,14.0,Hume City Council,2017,9
Heidelberg,3,h,1455000.0,PI,Barry,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,2016,7
Mill Park,3,h,661000.0,SP,Barry,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2018,4
Maribyrnong,4,h,1440000.0,S,Jellis,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2018,3
Footscray,2,u,281000.0,S,Sweeney,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2016,12
Craigieburn,3,h,390000.0,S,YPA,3064,Northern Metropolitan,15510,20.6,Hume City Council,2016,6
Bentleigh,3,u,681000.0,S,hockingstuart,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2018,8
Blackburn North,3,t,770000.0,VB,Noel,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2017,4
Mount Waverley,3,u,742500.0,S,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2018,1
Heidelberg Heights,3,t,760000.0,SP,Nelson,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,2018,1
Malvern East,3,h,1380000.0,S,Buxton,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2017,4
Moonee Ponds,2,u,595000.0,PI,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2017,9
Point Cook,3,h,640000.0,S,LJ,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,11
Pascoe Vale,3,h,732000.0,S,Brad,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,8
Northcote,3,h,1800000.0,VB,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,7
Thomastown,3,t,368000.0,S,Harcourts,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,4
Frankston,5,h,703000.0,S,hockingstuart,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2016,8
Flemington,2,t,615000.0,S,Other,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,2017,5
Elwood,2,u,770000.0,S,Buxton,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,2017,10
Thomastown,1,u,315000.0,S,HAR,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,11
Coburg,2,t,570000.0,PI,Other,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2018,7
Pascoe Vale,4,h,937000.0,S,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2016,7
Glenroy,2,t,530000.0,S,Rendina,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,11
Richmond,2,t,832000.0,S,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2018,6
Forest Hill,4,h,1236000.0,S,Fletchers,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2016,9
Eltham,3,u,766000.0,S,Barry,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,2018,3
Moonee Ponds,4,h,1150000.0,S,Nelson,3039,Western Metropolitan,6232,6.2,Moonee Valley City Council,2016,10
Sunshine West,3,h,630000.0,PI,Other,3020,Western Metropolitan,6763,10.5,Brimbank City Council,2018,10
Brighton East,4,h,2003000.0,S,Marshall,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2017,11
Mulgrave,3,h,826396.0,SP,Harcourts,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,2018,2
Highett,4,h,1825000.0,S,Hodges,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2017,3
Carnegie,2,u,370000.0,VB,Thomson,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2016,7
Doncaster East,3,t,840000.0,S,Jellis,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2016,11
Parkdale,3,t,1100000.0,PI,Buxton,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2016,11
Coburg,3,h,1005000.0,S,Barry,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,4
Sunshine,3,h,860000.0,PI,Jas,3020,Western Metropolitan,3755,10.5,Brimbank City Council,2017,7
Mill Park,2,u,445000.0,SP,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,9
Kew,2,u,672000.0,S,Nelson,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,2017,6
Other,4,h,850000.0,S,Barry,3087,Northern Metropolitan,1442,14.5,Banyule City Council,2016,5
Highett,2,u,650000.0,VB,Hodges,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2018,9
Newport,3,h,716000.0,S,Williams,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2016,4
Thornbury,3,h,1512000.0,S,Jellis,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,4
Sydenham,4,h,406000.0,S,Barry,3037,Western Metropolitan,3640,18.0,Brimbank City Council,2016,9
Other,4,h,550000.0,PI,Other,3337,Western Victoria,3600,31.7,Melton City Council,2017,7
Viewbank,4,h,890000.0,S,Miles,3084,Eastern Metropolitan,2698,8.9,Banyule City Council,2018,10
Glenroy,3,h,865000.0,S,Barry,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,10
Other,2,h,765000.0,S,Nelson,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2018,2
St Kilda,2,u,600000.0,VB,Woodards,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,2017,10
Richmond,3,h,1520000.0,S,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,7
Avondale Heights,3,h,865000.0,SP,Brad,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,2017,10
Greensborough,3,h,743000.0,S,Darren,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2017,11
Reservoir,3,t,620000.0,PI,Other,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,10
Hawthorn East,2,u,660250.0,S,Woodards,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2018,8
North Melbourne,2,u,450000.0,VB,Other,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,2016,11
Other,3,h,720000.0,VB,Barry,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council,2018,2
Mernda,3,h,480000.0,PI,Morrison,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2018,7
Altona,3,u,630000.0,S,Other,3018,Western Metropolitan,5301,11.0,Hobsons Bay City Council,2016,8
Blackburn South,3,h,890000.0,SP,Noel,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,2017,5
Roxburgh Park,2,h,383000.0,S,YPA,3064,Northern Metropolitan,5833,20.6,Hume City Council,2018,6
Parkdale,5,h,1160000.0,VB,Buxton,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2017,12
Glen Waverley,5,h,1296000.0,S,Fletchers,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,10
